Restaurant_ID,Restaurants_Name,Address,City,State,Postal_Code,Latitude,Longitude,Stars_Rating,Review_Count,Restaurants_Delivery,Outdoor_Seating,Accepts_CreditCards,Price_Range,Alcohol,Good_For_Kids,Reservations,Restaurants_TakeOut,WiFi,Good_For_Groups,Wheelchair_Accessible,Happy_Hour,Noise_Level,Dietary_Restrictions,Total_Estimate_Households_per_Zip,Total_Estimate_Married-couple_Family_households,Total_Estimate_Nonfamily_households,Median_Income(dollars),Mean_Income(dollars),Population
Fb-6bh6Kf3kseld8RXBHYg,IHOP,3400 Williams Blvd,Kenner,LA,70065,30.01798,-90.23907,2.0,54,1,0,1,2,1,1,0,1,1,1,1,0,2,0,19229,8675,6958,57206,79639,51116
qATSs3f4s2x_Ec8qm-xjjw,Calle Del Sabor,34 W Girard Ave,Philadelphia,PA,19123,39.968711,-75.135957,4.5,73,1,0,1,1,1,0,0,1,0,0,0,0,1,0,8565,2020,5678,77111,106137,13416
F7fC4dZW17muSvE8ixaXkQ,LeBus Bakery,129 S 18th St,Philadelphia,PA,19103,39.9506974,-75.1703606,4.0,134,1,0,1,1,1,1,0,1,0,0,0,0,4,0,15765,3571,11832,79110,134268,21908
lI7_d8mNLLKpx9jRbv2Dew,Swett's Restaurant,2725 Clifton Ave,Nashville,TN,37209,36.1582723,-86.8180723,4.0,120,0,0,1,2,1,1,0,1,0,1,0,0,1,0,16513,5233,8829,61096,82024,35457
wuqsyYfgpg1xSh2Xf3Ld5A,Wendy's,802 Vantage Way Court,Nashville,TN,37228,36.1906893216,-86.8000558581,1.5,32,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1077,60,1006,52344,115000,1160
JdWOCO6Lo2pxFu5Bl2SrbQ,Popi's Place,1010 N US Hwy 41,Ruskin,FL,33570,27.7270445,-82.4341592,4.0,88,0,1,1,1,1,1,0,1,1,1,0,0,3,0,9788,5270,2497,54977,71811,20758
FoYjHEoY1TJU6g4xnq_x_w,Copacabana,4193 Mariner Blvd,Spring Hill,FL,34609,28.49213,-82.5413231,4.0,56,1,0,1,1,1,1,1,1,0,1,0,0,4,0,16170,9300,4327,57924,71711,37129
xPLsyOpG9kpoXq2j394_Jg,El Mofongazo Restaurant,"5522 Hanley Rd, Ste 106",Tampa,FL,33634,27.9992694,-82.5633148,3.0,69,1,0,1,2,1,1,0,1,0,1,0,0,4,0,7544,3838,2422,60237,83180,20225
ReVpjIDupK_VMPn7ZxPvOQ,Roux,4205 S MacDill Ave,Tampa,FL,33611,27.9035472,-82.4941689,4.0,984,1,0,1,2,1,0,1,1,1,1,1,1,2,0,16269,6087,8484,66495,103942,29478
5zTGhEeKl6Kz-ULDgyOurg,Tired Hands Brewing,16 Ardmore Ave,Ardmore,PA,19003,40.0086321,-75.2937697,4.0,452,0,0,1,2,1,1,0,1,1,1,0,0,4,0,5665,2805,2250,105061,135760,12519
WksAo-C-Wl4RRz4sgQjZLw,Naf Naf Grill,"1041 NJ-73, Ste B",Marlton,NJ,8053,39.9105218,-74.94161,3.5,86,1,1,1,2,1,1,0,1,0,1,0,0,4,0,18109,10081,6155,99454,124618,45538
Eto7duDaxGiOvtakWiGEqg,Gyro Shack,6871 W Overland Rd,Boise,ID,83709,43.5897352,-116.2669542,4.0,170,1,1,1,1,1,1,0,1,1,1,1,0,2,0,21787,12577,6435,74941,93384,50034
VJjFHQJ08SR_Pl7Bk4o2xQ,Helm,1303 N Fifth St,Philadelphia,PA,19122,39.971548,-75.144505,4.5,227,1,0,1,3,1,0,1,1,1,1,0,0,4,0,6799,1355,3790,44758,72780,21653
Ls3zQR47_wmUkupJXm59oQ,Sorrentino's Grocery,4361 Cresson St,Philadelphia,PA,19127,40.0264607,-75.2238352,4.5,78,0,1,0,1,1,1,0,1,1,1,0,0,2,0,2678,639,1962,74936,104604,5913
QOcBOX8_yUwbnCsImxJxNg,McMillan's Bakery,15 Haddon Ave,Haddon Township,NJ,8108,39.912765,-75.056022,4.0,162,0,0,1,2,0,0,0,1,0,0,0,0,1,0,7951,3630,3415,94851,111237,18045
5p4p5DknrjuxIUDokYZE9w,The Cheesecake Factory,60 W Wetmore Rd,Tucson,AZ,85705,32.2877607,-110.9727843,3.5,476,1,1,1,2,1,1,1,1,0,1,0,1,4,0,24304,6115,12791,30885,42888,57521
L6nFEVCqjJ_7apjrT0kx5g,Coach's Grill and Sports Bar,1573 S Virginia St,Reno,NV,89502,39.5089269,-119.8049361,3.5,49,1,1,1,2,1,1,0,1,1,1,0,0,4,0,18616,6344,8448,48782,65655,43566
FRBGjZKVmKqcyFb7XQCjXA,Fill A Bagel & Breads - Oreland,100 East Pennsylvania Ave,Oreland,PA,19075,40.1171194,-75.1786373,4.0,56,0,1,1,1,1,1,0,1,0,1,1,0,1,0,2843,1823,688,97490,115839,7354
J6EXRXbejBgOv4SWamMEAA,Culver's,40 S Broadway Pl,Tucson,AZ,85710,32.2205314636,-110.8319702148,3.5,138,0,1,1,1,1,1,0,1,1,1,0,0,4,0,24780,8081,12342,46055,59440,54439
xfmXbvTrtmfGxySJQ2TRXQ,Haiku Sushi,4430 Magazine St,New Orleans,LA,70115,29.92049,-90.102354,4.0,181,1,1,1,2,1,1,1,1,1,1,0,1,4,0,14847,5248,8000,77961,119724,31695
7rxLUgFNwAWd69Y4iZnUCA,Mojo's Tacos,230 Franklin Rd,Franklin,TN,37064,35.93312,-86.860516,4.0,281,1,1,1,2,1,1,0,1,1,1,0,1,4,0,21795,14497,4934,105342,134928,48118
RSKvB-XntkiDnMqYqAmtKw,Seafood Unlimited,270 S 20th St,Philadelphia,PA,19103,39.9484043,-75.1744997,3.5,143,1,1,0,2,1,0,0,1,1,1,0,1,4,0,15765,3571,11832,79110,134268,21908
qm17m5Qp7nOQ3meEESLyGw,Zea Rotisserie & Bar,1325 W Esplanade Ave,Kenner,LA,70065,30.0199324,-90.2479955,4.0,163,1,0,1,2,1,1,1,1,1,1,1,1,4,0,19229,8675,6958,57206,79639,51116
GmXBlRwiwHSaq3ekhvIaXw,Jersey Mike's Subs,736 Thompson Ln,Nashville,TN,37204,36.1126613,-86.7678732,3.5,36,1,0,1,1,1,1,1,1,1,0,1,0,4,0,6080,2403,3122,89954,148770,12031
tszRCO-RchPXPZlsTCYgbA,"Guadalajara Grill - Fiesta, Best Mexican Restaurant in Tucson",750 N Kolb Rd,Tucson,AZ,85710,32.2305673,-110.8404372,3.0,555,1,1,1,2,1,1,1,1,0,1,1,1,2,0,24780,8081,12342,46055,59440,54439
TuYFF4EyehNbGPQRKQMo0A,Yokohama Japanese Restaurant,760 W Lumsden Rd,Brandon,FL,33511,27.9248801,-82.2953336,4.0,123,0,0,1,2,1,1,1,1,0,1,0,0,1,0,22334,9691,7955,61149,79120,52003
c1796ELgtG7Q6_sfY9t2gA,Men Wielding Fire,180 E 1st St,Reno,NV,89501,39.5262142,-119.8103959,3.5,178,0,1,1,2,1,1,1,1,1,1,0,1,4,0,2776,332,2213,44393,55619,4252
F1UxFp_b7Gdi-OGERx1jow,Red Lobster,2604 West Brandon Blvd,Brandon,FL,33511,27.940752,-82.325452,2.5,138,1,0,1,2,1,1,0,1,1,1,1,0,4,0,22334,9691,7955,61149,79120,52003
drB8NmZnaHl44L6s0oHUEQ,IHOP,655 S Gulf View Blvd,Clearwater Beach,FL,33767,27.96671,-82.82568,2.0,58,0,1,1,1,1,1,0,1,1,1,0,0,4,0,4049,2123,1706,87340,143679,8007
Ag_GeZwOrT0nmyhnKQiVBA,Starbucks,"1500 Market St, Ste 465",Philadelphia,PA,19102,39.952545,-75.166731,3.0,46,0,0,1,1,0,0,0,1,1,0,1,0,4,0,3365,765,2525,110096,177851,4705
PgtqA056auCp5EbcZMbXPQ,Trattoria Mollie,1250 Coast Village Rd,Santa Barbara,CA,93108,34.4213978,-119.6423909,3.5,204,1,1,1,3,1,0,1,1,1,1,0,0,4,0,4409,2288,1790,165764,251866,11112
TYdunOckX27XihcueGkqmw,Casona,563 Haddon Ave,Collingswood,NJ,8108,39.917758,-75.072757,3.0,123,0,1,1,2,1,0,1,1,0,1,0,1,4,0,7951,3630,3415,94851,111237,18045
ZAW0xyAof374R-A121OP_Q,Quarter View Restaurant,613 Clearview Pkwy,Metairie,LA,70001,29.980401,-90.178972,2.5,188,0,1,1,2,1,1,0,1,0,1,0,0,2,0,16638,6475,7575,56724,74980,37996
_urnEsYdKg1wt057-8yA9Q,Globe,18 E Cota St,Santa Barbara,CA,93101,34.4182166,-119.6961201,4.0,54,0,0,1,2,1,0,0,1,1,1,1,0,4,0,13296,4177,6819,62925,91126,31683
LNMi7I89I9NI3bQz8LPetA,E3 Chophouse,1628 21st Ave S,Nashville,TN,37212,36.137715,-86.8004094,4.0,104,0,1,1,4,1,0,1,1,1,0,1,0,4,0,7149,2539,4043,71699,135689,20148
azfjxlAnSATyLBAGiuSq3A,Lau Kee Restaurant,934 Race St,Philadelphia,PA,19107,39.95518,-75.155571,4.5,81,1,0,0,1,0,0,0,1,0,0,0,0,1,0,7823,1743,5771,60676,91522,14875
iVUn8TARiBRzrgvDXpqONw,Pho Ta Restaurant,1111 S 11th St,Philadelphia,PA,19147,39.93666,-75.16123,3.5,52,0,0,1,1,1,1,0,1,1,1,0,0,4,0,18239,6207,10326,86147,128426,36228
RXIf1sx7tKS2zUQN78o6_w,Ryan Crowns Juice Club,1425 Arch St,Philadelphia,PA,19102,39.9548465,-75.1642664,4.5,58,1,0,1,2,0,0,0,1,1,0,0,0,1,0,3365,765,2525,110096,177851,4705
qjIN4UbE96Cq6JKwLIQ9VQ,Saloon Restaurant,750 S 7th St,Philadelphia,PA,19147,39.9398664,-75.1545609,4.5,190,1,1,1,3,1,0,1,1,1,1,0,0,4,0,18239,6207,10326,86147,128426,36228
MOdKvwwY1cHc82W_iZR54Q,Palm Thai,17022 Palm Pointe Dr,Tampa,FL,33647,28.1184025,-82.3816714,4.5,96,1,0,1,2,1,1,1,1,1,1,1,0,4,0,25565,14474,7443,89270,120593,55034
DexbWXk72L-EvWzBBmC5Dg,PDQ Brandon,134 S Gornto Lake Rd,Brandon,FL,33511,27.9372229,-82.3185381,4.0,115,1,1,1,1,1,1,0,1,1,1,0,0,2,0,22334,9691,7955,61149,79120,52003
QiXa-Cuoug5TSTImGCYGA,Villa Russo Pizzeria,1164 Chews Landing Rd,Clementon,NJ,8021,39.8190462074,-75.0383285507,3.5,36,1,0,1,1,1,1,0,1,0,1,0,0,1,0,18973,6412,8520,55474,70557,44833
6eTNFT9_gehIYjIkDQBPag,Mikado Japanese,148 S Illinois St,Indianapolis,IN,46225,39.7643527,-86.1600098,3.5,225,1,1,1,2,1,0,1,1,1,1,0,0,4,0,2163,516,1141,35694,47294,7319
WVjiE-xpuchY7z6xwGXtaA,Luigi's Pizzarama II,417 Township Line Rd,Elkins Park,PA,19027,40.0740214,-75.1046172,4.0,56,1,1,1,1,1,1,0,1,1,1,0,0,1,0,8041,3843,2806,82494,114753,19067
C0WerzFn6lh_6AXKuNr37Q,Sakura Asian Cuisine,204 Shoemaker Rd,Pottstown,PA,19464,40.2554201032,-75.6610648999,3.5,79,0,0,1,2,1,1,1,1,1,1,0,0,1,0,18589,8820,6107,64942,80703,45788
gKThxS9CbVNM-58GbkRS4w,Roots,148 West Germantown Pike,East Norriton,PA,19401,40.1448484436,-75.3213228634,4.0,159,1,1,1,2,1,1,1,1,1,1,1,1,4,0,16282,5371,6383,58782,75523,41753
0h4Oo6W8mG4HEYQzZRkoOA,BAMBU,5520 Whitaker Ave,Philadelphia,PA,19124,40.0348900461,-75.1003371425,3.5,57,1,0,1,1,1,1,0,1,1,1,1,0,3,0,22837,6329,7594,36884,56264,66691
sQ3Q5UAN3eStKnrxkK8E_A,Native Cafe,12 S Main St,Doylestown,PA,18901,40.3096996863,-75.1304589326,5.0,38,0,1,0,1,0,0,0,1,1,0,0,0,1,0,10486,5469,3860,103626,133441,27598
T41mghWjsImJiIQT9hYVHA,Cajunland Seafood,2139 Stumpf Blvd,Gretna,LA,70056,29.9103962,-90.0241592,4.5,60,0,0,1,1,0,1,0,1,1,0,1,0,1,0,14638,6925,4652,56167,77138,39082
kniH8k31TJ1DVd5Nz-7LwQ,Dotson's Restaurant,99 E Main St,Franklin,TN,37064,35.9265882,-86.8657447,3.5,50,0,0,0,1,1,1,0,1,0,1,0,0,4,0,21795,14497,4934,105342,134928,48118
_7V_3b2dSSVIXqVMJwGmoQ,Golden Cuisine,679 N Broad St,Philadelphia,PA,19123,39.9658337,-75.160398,3.0,57,1,0,1,1,1,0,0,1,1,1,0,0,4,0,8565,2020,5678,77111,106137,13416
z504bZq0L1ypJmIoXL7C4Q,My Favorite Muffin,"1130 Valley Forge Rd, Ste 4",Phoenixville,PA,19460,40.1181876,-75.4900431,3.5,56,1,1,1,1,1,1,0,1,1,1,0,0,4,0,16443,8339,6022,104504,139548,40154
zl69bXm0JFqWNjw9a9UHvQ,Golden Corral Buffet & Grill,6385 S Midvale Park Rd,Tucson,AZ,85746,32.135967,-110.9981186,2.0,35,1,1,1,1,0,0,0,1,0,0,0,0,1,0,15602,6649,3652,54413,64170,43057
pnnlTkevHDNbZk2BmkblYQ,Nick's Pizza,579 Berlin Cross Keys Rd,Sicklerville,NJ,8081,39.7385939,-75.0014864,3.0,41,1,0,1,1,1,1,0,1,1,1,0,0,1,0,16793,8832,4030,87407,104760,50589
q4J6N6W6TrMXbtBAdTPZew,Feelings Cafe,2600 Chartres St,New Orleans,LA,70117,29.9638699,-90.0516822,4.0,100,0,1,1,2,1,0,0,0,0,1,0,1,4,0,11998,2259,7592,29663,52476,23389
0GYqOZwfs9eZGLdb5HCFLQ,Bertucci's Italian Restaurant,965 Baltimore Pike,Springfield,PA,19064,39.9141479,-75.3400336,3.0,158,1,0,1,2,1,1,1,1,1,1,0,0,4,0,8675,6088,1644,116394,133939,24459
12pzP1hNHJrlLGAlg7Upmg,Tindahang Pinoy,"9150 49th St N, Ste E",Pinellas Park,FL,33782,27.8551675,-82.7006938,4.5,45,1,0,1,1,1,1,0,1,0,0,0,0,4,0,9273,4110,3672,57150,71525,20850
bLtPIqLI8xAQkpdnDKRHdQ,Jade Garden,1650 Limekiln Pike,Dresher,PA,19025,40.1446845066,-75.1675184067,3.0,61,1,0,1,2,1,1,1,1,0,1,0,0,1,0,2344,1842,398,143636,256508,5395
0RmN5d21noHAkiDYL0j5Xw,Sang Kee Noodle Cafe,1601 Kings Hwy N,Cherry Hill,NJ,8034,39.9162198,-75.0070253,4.0,232,0,1,1,2,1,1,0,1,0,1,0,0,4,0,7233,3665,2457,95248,114885,18151
igpAM0YJ6Eoa7wYfF2FRqg,Amari,2121 Belcourt Ave,Nashville,TN,37212,36.1365249,-86.8027621,4.0,39,0,1,1,2,1,0,1,1,0,1,0,1,1,0,7149,2539,4043,71699,135689,20148
i4OUjrBjV3pY5xUvFnMh7w,Momo - Food Of The Himalayas,"3223 E Louise Dr, Ste 106",Meridian,ID,83642,43.6029624,-116.3538528,4.5,83,1,0,1,1,1,1,0,1,1,1,0,0,4,0,17854,10414,5003,75708,95807,37008
pwM9o6p9GEjcjX4F2sxATA,Golden Wheel Drive-In,11100 W Fairview Ave,Boise,ID,83713,43.6197577,-116.3201963,3.5,39,0,1,1,1,1,1,0,1,0,1,0,0,4,0,10803,6207,3035,70517,94427,28103
46lOITML86TZkk2fErq6A,Walt Whitman Service Area,700 NJ Tpke,Cherry Hill,NJ,8034,39.88616,-75.002788,2.0,67,0,1,1,2,1,1,0,1,1,1,0,0,3,0,7233,3665,2457,95248,114885,18151
ynDIatDd8kadPfdcorCLuw,Dawson's Restaurant & Bar,440 Plymouth Rd,Norristown,PA,19401,40.1128454,-75.288936,3.0,41,0,1,1,2,1,1,1,1,1,1,0,1,1,0,16282,5371,6383,58782,75523,41753
kS-YHWG_AtqS9LFAMhBVgg,Mamma Mia Pizzeria,1508 Spruce St,Philadelphia,PA,19102,39.9471729,-75.1669453,3.0,37,1,1,1,1,1,1,0,1,1,1,0,0,4,0,3365,765,2525,110096,177851,4705
2wd7o7XbEywXTUqx6RITzg,Lighthouse Coffee,"7869 S Virginia St, Ste E",Reno,NV,89511,39.4566069,-119.7803681,4.5,46,0,1,1,1,0,0,0,1,1,0,0,0,1,0,11651,6956,3398,106071,157438,25011
0xadnlAs2uV7Ax-7RViZEw,Ikki Sushi,310 Market St,Philadelphia,PA,19106,39.9500962,-75.1462398,4.5,34,1,0,1,2,1,0,0,1,1,0,1,0,4,0,7625,2113,5180,116368,162885,11740
MkSMlY7nc7zJPhw3GTozRw,Marchwood Tavern,3 Marchwood Rd,Exton,PA,19341,40.047808,-75.637232,3.5,70,1,1,1,1,1,1,1,1,1,1,1,0,4,0,7825,4563,2392,107338,135072,16709
u2TS10wcSbPw8isxdjcAjw,Roosterfish Grill,776 Missouri Ave N,Largo,FL,33770,27.922072,-82.7872367,4.0,267,1,1,1,2,1,1,1,1,1,1,1,1,4,0,11561,4295,5694,47908,66174,25281
WZUIlyefoUhuH_VkVCEyAw,North Italia,2995 E Skyline Dr,Tucson,AZ,85718,32.325025,-110.928498,4.0,862,1,1,1,2,1,1,1,1,1,1,1,1,4,0,12818,6400,5543,93185,142567,27367
kEsHQJADJRgsPMjio88mYg,Panera Bread,500 Cross Keys Rd,Sicklerville,NJ,8081,39.744374,-74.994206,3.0,47,1,1,1,2,1,1,0,1,1,1,0,0,2,0,16793,8832,4030,87407,104760,50589
GKBN0jG6f9XhvWmAEOgYPw,Bar Ferdinand,1030 N 2nd St,Philadelphia,PA,19123,39.967136901,-75.1402146458,3.5,438,0,1,1,2,1,0,1,1,0,1,0,0,4,0,8565,2020,5678,77111,106137,13416
VExHYbR-dTxBNrJWs-FQVg,Franklin Chop House,1101 Murfreesboro Rd,Franklin,TN,37064,35.9169244,-86.8384661,4.0,125,0,0,1,2,1,1,0,1,1,1,1,1,4,0,21795,14497,4934,105342,134928,48118
IZZ_uR2ps5KuuyE0n--jVA,Elizabeth's Restaurant,601 Gallier St,New Orleans,LA,70117,29.9615127,-90.0409119,4.0,1352,0,1,1,2,1,1,0,1,0,1,1,0,4,0,11998,2259,7592,29663,52476,23389
D3NEVZaEIOR1nFCPnHNUzw,J Gumbo's,"223 4th Ave N, Ste 2",Nashville,TN,37219,36.1643472,-86.7796343,4.0,47,1,0,1,1,1,1,0,1,1,1,0,0,4,0,777,137,640,85463,87750,1162
HGW3R1b2wQCq_QzBXNmcIA,Chili's,8510 W Hillsborough Ave,Tampa,FL,33615,27.9962996,-82.58024,2.5,86,1,0,1,2,1,1,0,1,1,1,0,1,4,0,18028,7440,6638,53516,73973,43453
J6Liy7Gc_bmvH9mR61jImw,CrepeGuys,5955 E 82 St,Indianapolis,IN,46250,39.904832,-86.065988,3.5,47,1,1,1,1,1,1,0,1,1,1,0,0,4,0,9034,2918,5049,57053,80231,18546
7ZeKBOTge-pKO9hSRjFJTA,Outback Steakhouse,2240 W Ina Rd,Tucson,AZ,85741,32.33841,-111.0154547987,3.0,145,1,0,1,2,1,1,1,1,1,1,0,1,4,0,13989,5663,5499,63092,73330,32998
SJM5bSgqdmAPSiuB4MWNIw,La V Vietnamese Fusion,441 Central Ave,St. Petersburg,FL,33701,27.7713671,-82.6393237,4.0,522,0,1,1,2,1,1,0,1,1,1,1,1,4,0,9120,2230,6371,46786,87867,15014
6m4A_ciUZn1G302yx1YV1w,Santa Barbara Public Market,38 W Victoria St,Santa Barbara,CA,93101,34.4236050501,-119.7069126141,4.0,270,1,0,1,2,1,1,0,1,0,1,1,0,4,0,13296,4177,6819,62925,91126,31683
uoGXNG_UMt85e7NnZrQsLA,Franco's Taqueria,24 E Scott St,Riverside,NJ,8075,40.0377189,-74.9586562,4.0,88,1,0,1,2,1,1,0,1,0,1,0,0,4,0,11098,5213,3511,75938,95800,28894
9IGKHnZLa_bvzR2qS7xpuQ,Old Chicago,2960 N Campbell Ave,Tucson,AZ,85719,32.260227,-110.943309,3.0,228,1,1,1,2,1,1,1,1,1,1,0,1,4,0,18119,3526,12170,34013,48571,43989
woTZpX92uByUgliPrh39Mg,Ocean Prime,124 S 15th St,Philadelphia,PA,19102,39.9501744,-75.1659335862,4.0,513,1,0,1,4,1,1,1,1,1,1,0,0,4,0,3365,765,2525,110096,177851,4705
1u2IlvwOMndfuRk9EVcieQ,First Watch,13186 North Dale Mabry,Tampa,FL,33618,28.0673976,-82.5064272,4.0,221,1,1,1,2,1,1,1,1,1,1,0,0,4,0,12100,5819,4724,68245,106081,25570
sBREjOvYJ0xI259WU-j5CA,The Fox Bar & Cocktail Club,2905B Gallatin Pike,Nashville,TN,37216,36.2028862321,-86.7393409798,4.5,114,0,0,1,3,1,0,1,0,1,1,1,1,4,0,8244,2732,4347,62214,87031,17848
v8u17wOBjHXBIR2dlzQATQ,Luce Ristorante,208 Medford Mount Holly Rd,Medford,NJ,8055,39.9180479221,-74.8252200693,3.0,32,0,0,1,2,0,0,1,0,0,1,0,1,1,0,9895,6842,1936,132732,158477,27179
qQpgF5fGMTulUUtjzlsnwg,399 sushi,"6405 S Virginia St, Ste 3",Reno,NV,89511,39.4668362,-119.7847186,4.5,142,1,0,1,2,1,0,0,1,0,0,0,0,1,0,11651,6956,3398,106071,157438,25011
tPuso2lzqdPM3sje6gWzsA,Louise,2440 Chartres St,New Orleans,LA,70117,29.9637706819,-90.0529843,4.0,52,1,1,1,2,1,1,0,1,1,1,1,1,4,0,11998,2259,7592,29663,52476,23389
1hFBAjRLIq82kz5R9kRxfw,VIP Market,1312-1314 Walnut St,Philadelphia,PA,19107,39.948891,-75.1627479,3.5,52,1,0,1,2,1,1,0,1,0,0,0,0,1,0,7823,1743,5771,60676,91522,14875
XiATUgtzkuxn1IoOwFy1Wg,Chef Oya's The Trap,3355 North Keystone Ave,Indianapolis,IN,46218,39.8178006,-86.1211799,4.5,149,0,1,1,2,1,1,0,1,1,1,0,0,4,0,12563,2360,6841,26615,41968,29028
Z7VLAOmZIXWfM368YUTl_w,El Rodeo,5636 Mutual Ln,Indianapolis,IN,46239,39.6865744674,-86.0198817253,3.0,45,1,1,1,2,1,1,0,1,0,1,0,0,4,0,10310,6039,2398,76456,87429,25345
zS_iBFOBbZSNC1edaijD3A,The Halal Guys,"150 W Dekalb Pike, Ste 100",King of Prussia,PA,19406,40.0952755276,-75.3645212101,3.5,216,1,1,1,1,1,1,0,1,1,0,1,0,4,0,11438,5682,4700,97305,114751,23441
B2MKYwShNmBiaQ3EJadR-Q,honeygrow,1601 N Broad St,Philadelphia,PA,19122,39.9784134463,-75.157349919,3.5,46,1,1,1,1,1,1,0,1,1,1,1,0,4,0,6799,1355,3790,44758,72780,21653
55yVwtNPAHIYp2t6stJKHA,Revelator Nashville,1817 21st Ave S,Nashville,TN,37212,36.1358305,-86.801119,3.5,103,0,0,1,2,0,0,0,1,1,1,1,0,4,0,7149,2539,4043,71699,135689,20148
2CqQ3Tnvj7h0rw84WEEjMw,Killer B's BBQ Bar and Grill,718 State St,Santa Barbara,CA,93101,34.4192106,-119.6984337,4.0,191,0,1,1,2,1,1,1,1,1,1,0,0,4,0,13296,4177,6819,62925,91126,31683
GcdnRUlL97pSycc1WEOybQ,Tacos El Tio,200 Tuckerton Rd,Medford,NJ,8055,39.869032,-74.847934,3.5,118,1,1,1,2,1,1,0,1,0,1,0,1,4,0,9895,6842,1936,132732,158477,27179
G847k0tO-0iDLRM9m8Rgcw,Downtown Olly's,822 N Illinois St,Indianapolis,IN,46204,39.7786127,-86.1597161,4.0,143,1,1,1,1,1,0,0,1,1,1,1,1,4,0,4582,498,3999,73281,100517,5125
nsH0hQ7xB5LS2_Ba3mqHTQ,Paesano's Philly Style,1017 S 9th St,Philadelphia,PA,19147,39.937135,-75.158062,4.5,387,1,0,0,1,1,1,0,1,0,0,0,0,4,0,18239,6207,10326,86147,128426,36228
RjTT7tn9BPTfRmyJagMN6g,Lolis Mexican Cravings,10011 W Hillsborough Ave,Tampa,FL,33615,28.0036240549,-82.5961117991,4.0,242,1,0,1,1,1,1,0,1,1,1,1,0,4,0,18028,7440,6638,53516,73973,43453
awXHpCap6VJmoohT9MfSbQ,Poke Burri - Tampa,4034 W Kennedy Blvd,Tampa,FL,33609,27.9444296,-82.5112203,4.5,84,1,1,1,2,0,0,0,1,1,0,1,0,4,0,8497,3215,4322,85174,140410,15999
4zDTd12kFeqC_4KtwmnLsQ,Juice Bar - Berry Hill,522 Heather Pl,Nashville,TN,37204,36.1131559,-86.76624,4.5,67,1,1,1,1,1,1,0,1,1,0,1,0,2,0,6080,2403,3122,89954,148770,12031
AH8b_KUsgGBOqA7nQa_Qrw,Hooks Waterfront Bar and Grill,611 Destiny Dr,Ruskin,FL,33570,27.7295452,-82.4741228,3.0,95,0,1,1,2,1,1,0,1,1,1,0,0,4,0,9788,5270,2497,54977,71811,20758
jfX8M6TcRid0WkaTTWxm9g,Casa Italia Restaurant,2699 Gulf Blvd,Indian Rocks Beach,FL,33785,27.90858,-82.8462941,4.0,57,0,1,1,2,1,0,0,0,0,0,1,0,1,0,2874,1462,1212,73786,115454,5533
D1-3VGz7lq0I7ibvTvaUxw,Tilted Kilt Pub & Eatery,826 W Dekalb Pike,King Of Prussia,PA,19406,40.0849051479,-75.3903513675,3.0,110,0,0,1,2,1,0,1,1,1,1,0,0,4,0,11438,5682,4700,97305,114751,23441
oozkCLoIbCfQTzGVAhDV4A,Marco's Pizza,1050 E Phila Ave,Gilbertsville,PA,19512,40.324954,-75.620166,3.5,31,1,0,1,2,1,1,1,1,1,1,0,0,1,0,6899,3759,2166,71847,91354,16954
0wjMBvxWO1Khm17ZseSL5Q,Tonys Cafe,10600 E 96th St,Fishers,IN,46037,39.9280017228,-85.9816733257,4.0,30,1,0,0,1,0,0,0,1,0,0,0,0,1,0,14661,10039,3087,115018,139179,35891
jsy2hmqOu0fJ00wsY94Dlg,Tan's Chinese Restaurant,"432 Poinsettia Ave, Ste 2",Clearwater,FL,33767,27.9796955,-82.8266351,3.0,58,1,0,1,2,1,1,0,1,0,1,0,0,1,0,4049,2123,1706,87340,143679,8007
_EqGhRXzlUaTpu5eToC8MA,Bricks Restaurant & Wine Bar,1695 S Virginia St,Reno,NV,89502,39.5076381,-119.804618,4.5,210,1,1,1,3,1,0,1,1,1,1,1,0,4,0,18616,6344,8448,48782,65655,43566
5KcHQxMSGV4lt3BY7ynwNA,Golden Bear,12540 Starkey Rd,Largo,FL,33773,27.8863631,-82.7627913,4.5,118,1,0,1,1,1,1,0,1,0,1,0,0,4,0,6831,3290,2592,59305,75018,16826
I9WcjQfUvKAJJI5dTDtezg,312 Pizza Company-South Nashville,2190 Nolensville Pike,Nashville,TN,37211,36.1272784,-86.7529119,3.0,40,1,1,1,2,1,1,0,1,1,1,1,1,1,0,29353,11228,13064,59075,75023,74755
yKSQMO9mUYP9y5OvFGKRLg,Las Palmas Mexican Restaurant,15560 Old Hickory Blvd,Nashville,TN,37211,36.041048,-86.742441,2.5,90,1,0,1,2,1,1,0,1,1,1,0,1,4,0,29353,11228,13064,59075,75023,74755
yxQs5gSf0-8cEd6YMgSjbw,Chili's,175 E City Ave,Bala Cynwyd,PA,19004,40.004238,-75.221245,2.0,140,1,0,1,2,1,1,0,1,1,1,0,1,2,0,3869,2223,1313,122950,174755,9416
0AH7Sc_dLol7P4dYlO_jpg,Mr. Ed's Restaurant - Live Oak,1001 Live Oak St,Metairie,LA,70005,30.018401,-90.132991,3.5,83,0,0,1,2,1,1,1,1,1,1,0,0,4,0,11705,5160,5209,64235,101259,24339
