postal_code,restaurant_id,restaurants_name,address,city,states,latitude,longitude,stars_rating,review_count,restaurants_delivery,outdoor_seating,accepts_creditcards,price_range,alcohol,good_for_kids,reservations,restaurants_takeout,wifi,good_for_groups,wheelchair_accessible,happy_hour,noise_level,dietary_restrictions,total_estimate_households_per_zip,total_estimate_married_couple_family_households,total_estimate_nonfamily_households,median_income_dollars
37203,kBOZOdcDEZ0ZfUnXth2uqA,Stoney River Steakhouse and Grill,3015 West End Ave,Nashville,TN,36.142749,-86.814542,4,334,f,t,t,3,t,f,t,t,f,t,t,t,4,f,10201,1230,8276,58032
19803,z9i9Tym7T64lMDg70Ii9hw,Stoney's British Pub,3007 Concord Pike,Wilmington,DE,39.799651,-75.547390,4,104,f,f,t,2,t,t,f,t,t,t,f,t,4,f,8386,4886,2522,112108
70122,aWrfoWJFBVQcgMVaD6Bvyw,Stop Jockin Snoballs,3600 St Bernard Ave,New Orleans,LA,29.993812,-90.078338,4.5,36,t,t,t,1,t,f,f,t,t,f,t,f,4,f,15659,3639,8644,34921
34667,DeersugfOtNf8Aa4qsBEiw,Stormies Too,9821 Denton Ave,Hudson,FL,28.389985,-82.652184,4,40,f,f,t,1,t,t,f,t,f,t,f,f,4,f,15736,6186,7334,43363
37115,ulDJHgSXTLK0CINvQ-Pzgg,Storming Crab-Madison,2125 Gallatin Pike N,Madison,TN,36.302773,-86.689856,4,129,t,t,t,2,t,t,f,t,f,t,f,f,4,f,17024,4935,8154,46777
70112,okxomeADinzNXTzX9PqVSg,Storyville Restaurant,808 Iberville St,New Orleans,LA,29.954748,-90.069234,4,57,t,f,t,2,t,t,f,t,f,t,f,f,1,f,1951,156,1534,29625
37027,auugkEfD7ZF3xkliCZIv4g,Stout Burgers & Beers,400 Centerview Dr,Brentwood,TN,36.026863,-86.788521,4,304,t,t,t,2,t,t,t,t,t,t,t,t,2,f,20608,14144,4938,133254
46240,7pAfHLTl_orvMf9ADsPm_Q,Stout House,9454 Haver Way,Indianapolis,IN,39.925625,-86.113963,4,53,t,f,t,1,t,f,f,t,t,t,f,f,2,f,10165,3497,6021,56744
19355,RhHgs35Ci_ClHIiPD-TaMA,Stove and Tap,245 Lancaster Ave,Malvern,PA,40.040619,-75.543091,3.5,64,t,t,t,2,t,t,t,t,t,t,t,t,4,f,10090,6457,2800,133686
19446,7hzMziJEmZ0O6s9RtQxdBw,Stove and Tap,329 W Main St,Lansdale,PA,40.244074,-75.287211,4,536,t,t,t,2,t,t,t,t,t,t,t,t,4,f,22647,12428,7315,87083
19380,Z0VmjWiD6t-n1_YBsYVFCQ,Stove and Tap,158 West Gay St,West Chester,PA,39.959278,-75.607422,4,42,t,t,t,1,t,f,f,t,t,f,t,f,1,f,20999,11647,7482,106738
33619,QKPCzNPs-QiBIymqWhE01Q,Strandhill Public,10288 Causeway Blvd,Tampa,FL,27.923692,-82.340057,4.5,94,f,t,t,2,t,f,f,f,t,t,t,t,4,f,13347,4327,5202,47677
46219,Nx4gQPMq9soxRDPohA_4NQ,Strange Bird,128 S Audubon Rd,Indianapolis,IN,39.768014,-86.070829,4.5,109,f,t,t,2,t,f,f,f,f,t,t,t,4,f,15857,5109,7955,42749
19107,3FKIev7ZB_KE6XHL9sUJCg,Strangelove's,216 S 11th St,Philadelphia,PA,39.948089,-75.159211,4,443,t,t,t,2,t,f,t,t,t,t,f,t,4,f,7823,1743,5771,60676
8084,9NMVU7tqYQq3BEN5A0iTQA,Stratford Diner,19 S White Horse Pike,Stratford,NJ,39.833110,-75.004295,2.5,90,f,f,t,2,t,t,f,t,f,t,f,f,4,f,2724,1399,827,78309
18073,bgE_-PKpu1BmY6pYe4GvBQ,Strawberry House Family Restaurant,"3771 Layfield Rd, Ste 663",Pennsburg,PA,40.362883,-75.525714,3,33,f,f,t,1,t,t,f,t,t,f,f,f,4,f,4123,2591,971,95657
85704,8cUZO6oZj7sMMlU_oBaPrQ,Stray Dogs,78 W River Rd,Tucson,AZ,32.297186,-110.972750,3.5,207,f,t,t,2,t,t,f,t,t,t,t,t,4,f,15591,6394,7529,62544
70130,j1pofrWMUscSQrGfSfnR_w,Street Car Cafe,110 Carondelet St,New Orleans,LA,29.953477,-90.070243,3.5,49,t,f,t,1,t,t,f,t,f,t,f,f,4,f,7175,1389,4827,65132
19104,EQyFENS3MWYRuDt6Ty6QJQ,Street Food Philly,N 33rd St,Philadelphia,PA,39.961034,-75.189566,4,34,f,t,t,2,t,t,f,t,f,t,f,f,3,f,16508,2296,10575,28603
19123,6OC8ErU_m06KABnfSXTJEA,Street Side,165 W Girard Ave,Philadelphia,PA,39.969485,-75.138656,4.5,137,t,f,t,1,t,t,f,t,t,f,f,f,4,f,8565,2020,5678,77111
85711,goLd9V10BdEHTxRK8OD7Zw,Street Taco And Beer,5870 E Broadway Blvd,Tucson,AZ,32.219861,-110.865518,4.5,47,t,t,t,1,t,t,f,t,t,t,f,t,2,f,17212,6007,7702,42497
85737,kz1y_1ToM0m4hyQE5p0Uqw,Street- Taco and Beer Co.,10785 N Oracle Rd,Oro Valley,AZ,32.401950,-110.956205,4,75,t,t,f,1,t,f,f,t,t,f,f,f,1,f,9756,5703,3071,91936
85701,jmwasbZfgj3honf79qKsnA,Street- Taco and Beer Co.,58 W Congress St,Tucson,AZ,32.221964,-110.972188,4.5,805,t,t,t,1,t,t,f,t,t,t,t,t,2,f,2750,449,1943,45862
70130,sG-Z7aIlkmKW7EstH1dH5Q,Streetcar Cafe,312 St Charles Ave,New Orleans,LA,29.951152,-90.070007,4.5,296,f,t,t,2,t,t,f,t,t,t,t,t,4,f,7175,1389,4827,65132
70130,UEPf0MGsw2mOlarskQX1Zg,Streetcar Poboys & Seafood,1610 Saint Charles Av,New Orleans,LA,29.937916,-90.075826,4.5,45,t,t,t,1,t,f,f,t,t,f,t,f,1,f,7175,1389,4827,65132
37211,tDZbh9a6gGcHEBpIrSkfmw,Strikeout Wingz,2521 Nolensville Pike,Nashville,TN,36.117591,-86.748915,4.5,61,t,f,f,1,f,f,f,t,f,f,f,f,1,f,29353,11228,13064,59075
37064,fVLo12fqVQpzI0g4fp6LKw,Stroud's Barbeque,1010 Fulton Greer Ln,Franklin,TN,35.947265,-86.880303,3.5,40,f,t,t,1,t,t,f,t,t,f,f,f,1,f,21795,14497,4934,105342
19082,ob5gqlNhg10c7y9aTyvEAQ,Studio Movie Grill,53 S 69th St,Upper Darby,PA,39.959995,-75.258206,2.5,197,t,f,t,2,t,t,t,t,t,t,f,t,4,f,15251,5637,5129,45569
33772,1UHjA5mo1UI2TmImfdYXKw,Studio Movie Grill,7718 113th St N,Seminole,FL,27.841899,-82.795461,3.5,187,t,t,t,2,t,t,t,t,t,t,f,f,4,f,9801,4432,3841,60843
46268,h_gdl9cq1CFKcKukneRdVw,Studio Movie Grill,3535 W 86th St,Indianapolis,IN,39.909045,-86.219823,2.5,485,t,f,t,2,t,t,t,t,t,t,f,t,4,f,10741,3523,5809,52458
33612,_12864iQDcnAs317NlF0hQ,Studio Movie Grill,12332 University Mall Ct,Tampa,FL,28.056940,-82.434500,2.5,265,t,f,t,2,t,t,t,t,t,t,f,t,1,f,19021,4927,9003,35746
70130,FyDQ8QKKjmBKagZ2GhNb8Q,Stumptown Coffee Roasters,610 Carondelet St,New Orleans,LA,29.948213,-90.072178,4.5,146,f,t,t,2,f,t,f,t,t,f,t,f,4,f,7175,1389,4827,65132
70117,_wUVeoShcomTE79D9T1goQ,Stuph'D Beignets & Burgers,3325 St. Claude Ave,New Orleans,LA,30.013709,-90.050792,4.5,89,f,t,t,2,t,f,f,t,f,t,t,t,1,f,11998,2259,7592,29663
19355,Uav77hrQM4WCzrq_F8Exkw,Su Tao Cafe,"81 Lancaster Ave, Ste 19",Malvern,PA,40.044492,-75.529941,3.5,122,t,f,t,2,t,t,t,t,t,t,t,f,1,f,10090,6457,2800,133686
19102,PVVFos1LDfD7iETY0w4vaA,Su Xing House,1508 Sansom St,Philadelphia,PA,39.950215,-75.166346,4,417,t,f,t,2,t,t,t,t,f,t,f,f,1,f,3365,765,2525,110096
46077,NzqQhF-1rlIckoYMfpxf3g,Sub 16,640 S Main St,Zionsville,IN,39.944898,-86.260018,4.5,77,t,t,t,1,t,t,f,t,t,t,f,f,2,f,10829,8241,1693,140092
37214,sIXYKC1FBcknBMHGIu-Hcw,Sub Depot,528 Donelson Pike,Nashville,TN,36.147985,-86.667665,4.5,52,t,f,t,1,t,t,f,t,t,t,f,f,4,f,13890,5223,6813,61206
33618,aw0aIu0yFA-6wBptI68urg,Sub Shak,4309 Gunn Hwy,Tampa,FL,28.044864,-82.513521,4.5,43,f,t,t,1,t,t,f,t,t,t,f,f,4,f,12100,5819,4724,68245
37203,mIU6Rfo47ZFiyXUAOkz70w,Sub Stop,1701 Broadway,Nashville,TN,36.152973,-86.793993,4,45,t,f,t,1,t,t,f,t,t,t,f,f,4,f,10201,1230,8276,58032
83704,vD9_8q3Nrm1BrWN1gQTnPw,Sub Zero Nitrogen Ice Cream,1575 N Milwaukee,Boise,ID,43.619150,-116.285182,3.5,42,f,f,t,2,f,f,f,t,f,f,t,f,1,f,16351,7148,7028,55688
37211,wP2ok4O0GsR9td7Iiv1zKA,Subculture Urban Cuisine And Cafe,5737 Nolensville Pike,Nashville,TN,36.047702,-86.714951,4.5,355,t,t,t,2,t,t,f,t,t,f,t,f,2,f,29353,11228,13064,59075
46204,bKGyvFBcIq-e9A5tWsbSfg,Subito,34 N Delaware,Indianapolis,IN,39.767990,-86.154674,5,203,t,f,t,2,t,t,f,t,f,f,f,f,4,f,4582,498,3999,73281
33559,jacAaeM-PLorKxy0YAfEWw,Subs N Such,14603 Livingston Ave,Lutz,FL,28.080758,-82.430184,4.5,62,t,f,t,1,t,t,f,t,f,t,f,f,4,f,6871,2973,2625,71724
19053,btKeuC1tBZb9ul1JyBNTTQ,Suburban Diner,14 W St Rd,Feasterville,PA,40.150915,-75.003473,3.5,126,t,f,t,2,t,t,t,t,t,t,f,f,4,f,9936,5999,2537,83636
19341,mfRWNYc5wGLet9L0GGs1ig,Suburban Restaurant and Beer Garden,570 Wellington Sq,Exton,PA,40.061968,-75.684088,4,153,t,t,t,2,t,t,t,t,t,t,f,t,4,f,7825,4563,2392,107338
89436,Pghh8cqcQrgH0U4BCwzjQA,Subway,"2483 Wingfield Hills Rd, Ste 130",Sparks,NV,39.607270,-119.697461,2,33,t,f,t,1,t,t,f,t,t,t,f,f,1,f,16513,9791,4133,91338
89521,2qg67Mq6cKjl1GPbls32Dg,Subway,"1131 Steamboat Pkwy, Ste 800",Reno,NV,39.423295,-119.738617,3,37,t,t,t,1,t,t,f,t,t,f,f,f,1,f,13512,7445,4350,103279
89502,lF7Zn9GNg0wMpM5g5kWdBw,Subway,5015 S Mccarran Blvd,Reno,NV,39.477285,-119.783929,2.5,36,t,t,t,1,t,t,f,t,f,t,f,f,1,f,18616,6344,8448,48782
89434,8oxFSb3azCU1NbZREmb2eg,Subway Restaurants,"1495 E Prater Way, Ste 127, Marina Marketplace Shop Center",Sparks,NV,39.541452,-119.716242,1.5,38,t,f,t,1,t,t,f,t,t,t,t,f,1,f,10651,5038,3923,68539
70062,EvDHYUSTMma0jQdTROMD5Q,Subway Restaurants,"800 Airline Dr, Concourse B, Louis Armstrong New Orleans International Airport",Kenner,LA,29.984223,-90.255969,1.5,90,f,f,t,1,t,t,f,t,f,f,f,f,4,f,5681,2119,1975,43788
33609,jnge13lFtiLGXQEo5NwSYw,Sucre Table,4048 W Kennedy Blvd,Tampa,FL,27.944415,-82.511607,4.5,67,t,f,t,1,f,f,f,t,f,f,t,f,1,f,8497,3215,4322,85174
70115,jar_5KMQZtgOseRdUN3L0w,Sucré,3025 Magazine St,New Orleans,LA,29.924943,-90.085318,4,872,t,t,t,2,t,t,f,t,t,t,f,f,4,f,14847,5248,8000,77961
85713,6Ws49rhCiPfDuFBLjJPB7g,Sue's Fish & Chips,2500 S 4th Ave,Tucson,AZ,32.193199,-110.965554,3,39,t,f,t,2,t,t,f,t,f,f,f,f,4,f,16758,6546,5802,39939
34677,zIUUlBoQOQqQLoi2ElcWAg,Suegra Tequila Cantina,4022 Tampa Rd,Oldsmar,FL,28.035266,-82.654985,3.5,132,f,t,t,2,t,t,t,t,t,t,f,t,4,f,8566,4188,2925,69861
19107,tIrRQBpPou-WfYc0XkLVfA,Sueno,114 S 12th St,Philadelphia,PA,39.949825,-75.160433,3.5,73,t,t,f,1,f,f,f,t,f,f,f,t,1,f,7823,1743,5771,60676
46140,BrHFEGVof2yzU2JWD5aolw,Sugar Creek Brickhouse,5821 W US Hwy 40,Greenfield,IN,39.778234,-85.911061,4,95,t,t,t,2,t,t,t,t,f,t,t,f,1,f,16272,9162,5003,66595
33610,_oRpJmQchbbEGEn3Xo8OPg,Sugar Factory,5223 N Orient Rd,Tampa,FL,27.994166,-82.371294,3.5,207,t,f,t,3,t,f,f,t,t,f,t,f,1,f,16771,4705,5724,38733
89501,B8WokkfpDYr6llnaH6vAmQ,Sugar Love Chocolates,50 S Virginia St.,Reno,NV,39.524786,-119.811822,4.5,42,t,f,t,2,f,f,f,t,f,f,f,f,1,f,2776,332,2213,44393
70117,X5rK5djoh28uiK-rQZohiA,Sugar Park,3054 St Claude Ave,New Orleans,LA,29.967421,-90.044705,4,91,t,t,t,2,t,t,f,t,t,t,f,f,4,f,11998,2259,7592,29663
19104,fK_Fd8-KmGV-ASIIjJwfdQ,Sugar Philly Truck,N 38th St,Philadelphia,PA,39.965695,-75.197832,4.5,174,t,f,t,1,t,t,f,t,f,t,f,f,1,f,16508,2296,10575,28603
19083,IuZaAvupE_VaPlFYjOWE9A,Sugar and Spice Thai Food and More,500 W Chester Pike,Havertown,PA,39.970061,-75.304615,4.5,95,t,t,t,2,t,f,t,t,t,f,t,f,1,f,13002,8471,3129,102055
62269,F_uCny898hCrK1pByKLkaw,Sugarfire,1425 N Green Mount Rd,O'Fallon,IL,38.581159,-89.929565,3.5,125,t,f,t,2,f,t,f,t,f,t,f,f,4,f,12419,7397,3198,86493
62025,OrWEym3KXdX45kFlxlIF4g,Sugarfire Smokehouse - Edwardsville,2323 Plum St,Edwardsville,IL,38.785123,-89.957084,3.5,45,t,f,f,1,f,f,f,f,f,f,f,f,1,f,12548,6871,4355,84715
46204,9C27gYO2tbthNOier8bHzw,Sugarfire Smokehouse - Indy,24 W Washington St,Indianapolis,IN,39.767437,-86.158981,4,184,t,f,t,2,t,t,f,t,t,t,t,f,2,f,4582,498,3999,73281
8021,VniDAIBo5xSN6ZX1cswcxw,Sugarpuddin's,311 N White Horse Pike,Clementon,NJ,39.822563,-74.995767,4,104,f,f,t,2,t,t,f,t,t,t,f,f,4,f,18973,6412,8520,55474
19106,zwgBxmrmPBF6N2uRTUYXrQ,Sugars,225 Church St,Philadelphia,PA,39.950992,-75.144882,3.5,148,f,f,t,1,t,f,f,t,f,t,f,t,3,f,7625,2113,5180,116368
62025,NRiBKVQro4594a8_dDgwsg,Sugo's Spaghetteria,243 Harvard Dr,Edwardsville,IL,38.792156,-89.953221,4,109,t,t,t,2,t,t,t,t,f,t,f,f,4,f,12548,6871,4355,84715
70117,Yh4OgbXQSpQ_ycK_FmNiGw,Suis Generis,3219 Burgundy St,New Orleans,LA,29.964991,-90.042616,4,100,t,t,t,2,t,f,f,t,f,t,f,f,4,f,11998,2259,7592,29663
89501,bfJpqtlf2h0dfFFcVSHmQ,Suite 103,"50 N Sierra St, Ste 103",Reno,NV,39.525082,-119.813849,4.5,33,f,t,t,2,t,f,t,t,t,t,t,f,1,f,2776,332,2213,44393
70116,EVqumzu_CSGws7XMTCl5og,Sukho Thai,1913 Royal St,New Orleans,LA,29.964461,-90.059129,3,125,t,t,t,2,t,t,f,t,f,t,f,f,4,f,5823,1119,4026,36842
37214,ikBycdroyTLDBHR9aC3HA,Sukho Thai,2450 Music Valley Dr,Nashville,TN,36.221171,-86.694607,3.5,116,f,f,t,2,t,t,f,t,f,t,f,f,1,f,13890,5223,6813,61206
33647,usVEZtOs-cWYIKtepuLhkA,Sukho Thai,18101 Highwoods Preserve Pkwy,Tampa,FL,28.131688,-82.369176,4,122,f,f,t,2,t,t,t,t,t,t,f,f,2,f,25565,14474,7443,89270
70115,FlyfDPS41F8R9f5KHA8g2Q,SukhoThai,4519 Magazine St,New Orleans,LA,29.920841,-90.103266,3.5,375,t,f,t,2,t,t,t,t,t,t,f,t,4,f,14847,5248,8000,77961
70117,V1XS9HMe9bzEuW4RZFycBA,SukhoThai,2200 Royal St,New Orleans,LA,29.964491,-90.056173,4,349,t,t,t,2,t,t,t,t,t,t,t,t,2,f,11998,2259,7592,29663
33614,eAo14BpElFloDZfZhUlNTg,Sukhothai Restaurant,8201 N Dale Mabry Hwy,Tampa,FL,28.023133,-82.504259,4,43,f,f,t,2,t,t,t,t,f,t,f,f,1,f,18229,6058,7221,43951
19702,_95ZY2UZrasSfuoDD_E1YA,Suki Hana,"132 Christiana Mall, Ste 1477",Newark,DE,39.678752,-75.651730,3,50,t,f,t,1,t,t,f,t,f,t,f,f,2,f,20009,9410,7019,79567
37027,RPYLBAg_J_ew03yOo3C7JA,Suki Sushi,"7030 Executive Ctr Dr, Ste 100",Brentwood,TN,36.029809,-86.788722,4,139,t,t,t,2,t,t,t,t,t,t,f,t,1,f,20608,14144,4938,133254
37211,CsavgbTzQl1sfiGduHbkcQ,Sulav International Market,4647 Nolensville Pike,Nashville,TN,36.068601,-86.720394,4.5,37,f,f,t,1,f,t,f,t,f,t,f,f,1,f,29353,11228,13064,59075
19125,9Q_dbzylYiWdF11lH8uaSg,Sulimay's Restaurant,632 E Girard Ave,Philadelphia,PA,39.971480,-75.125885,4,107,f,f,f,1,t,t,f,t,t,t,f,f,4,f,10948,3061,6300,79612
85704,jpLJ79SPYXMpbvZ0py3uiw,Sullivan's Eatery and Creamery,6444 N Oracle Rd,Tucson,AZ,32.323193,-110.973040,4,256,t,t,t,1,t,t,t,t,f,t,f,f,4,f,15591,6394,7529,62544
19803,iR5MI7ch9z3AYiqxBVLJLw,Sullivan's Steakhouse,5525 Concord Pike,Wilmington,DE,39.833142,-75.542625,3.5,207,t,t,t,3,t,f,t,t,t,t,f,t,4,f,8386,4886,2522,112108
19406,h2BUHkba3UlMM8xBIylzag,Sullivan's Steakhouse,700 W Dekalb Pike,King of Prussia,PA,40.086666,-75.386767,3,300,t,t,t,3,t,f,t,t,t,t,f,t,3,f,11438,5682,4700,97305
46240,Nm-4YHhit9Z0x8yMo5oS1w,Sullivan's Steakhouse,3316 E 86th,Indianapolis,IN,39.912950,-86.110519,4,327,t,t,t,3,t,f,t,t,t,t,t,t,4,f,10165,3497,6021,56744
85718,b05wsdAVzpZlf7Tg_Ewpww,Sullivan's Steakhouse,1785 E River Rd,Tucson,AZ,32.288393,-110.945668,3.5,378,t,t,t,3,t,f,t,t,t,t,f,t,4,f,12818,6400,5543,93185
89511,b3UhwyPjbQIThVQi3WgDMw,Sully's Sports Bar & Grill,13101 S Virginia St,Reno,NV,39.414944,-119.755451,3,58,f,f,t,2,t,t,t,t,t,t,t,t,2,f,11651,6956,3398,106071
33604,BZyxr4ocl1hJvFvhlogz0Q,Sulphur Springs  Sandwiches Shop,"9000 N Florida Ave, Ste A",Tampa,FL,28.031181,-82.459783,5,336,t,f,t,1,t,f,f,t,t,f,f,f,4,f,15811,5286,6958,44192
19446,9qR3g_ABCk5kZCYFx82AlQ,Sultan Indian Cuisine,860 W Main St,Lansdale ,PA,40.247503,-75.294165,4,153,t,f,t,2,t,t,t,t,t,t,f,f,1,f,22647,12428,7315,87083
37212,e2RBDxidD3rNQuGvJLHmpw,Sultan's Grill & Ginger Juice Bar,1602 21st Ave S,Nashville,TN,36.138607,-86.800360,2.5,53,t,f,t,1,t,t,t,t,f,t,f,f,4,f,7149,2539,4043,71699
46202,maVF1aq5M469P41B1GF3Wg,Sultana Cafe & Hookah Bar,1107 N College Ave,Indianapolis,IN,39.781950,-86.144428,4,128,t,t,t,2,t,f,t,t,t,t,t,t,4,f,9714,1991,7113,50216
33511,ZlpC-lTeTFKcqXoCD0rTMg,Sumatra Cafe & Bakery LLC,1602 Oakfield Dr,Brandon,FL,27.934483,-82.309549,4,62,f,t,t,1,t,t,t,t,t,t,f,f,4,f,22334,9691,7955,61149
93067,FdoqtMadj4ybDAL7S-yUBQ,Summerland Beach Cafe,2294 Lillie Ave,Summerland,CA,34.421941,-119.600232,4,663,t,t,t,2,t,t,f,t,t,t,t,f,4,f,207,85,122,75144
8097,95Pw5mF_PMbfvXN_K-mXWQ,Summit Cakery & Cafe,1006 Mantua Pike,Woodbury Heights,NJ,39.812547,-75.163476,3.5,39,f,t,t,1,t,t,f,t,t,f,f,f,3,f,1146,640,282,93269
19147,fIlR_iCy3m10_UYt6lJjHQ,Sumo Sushi,401 S 13th St,Philadelphia,PA,39.945196,-75.162803,3.5,279,t,f,t,2,t,t,f,t,t,t,t,t,4,f,18239,6207,10326,86147
8077,wctrPm9rrluvZXsnGkyrcw,Sumo Sushi,"141 US 130 S, Ste Y",Cinnaminson,NJ,39.991249,-75.008227,4,108,t,f,t,2,t,t,t,t,f,t,f,f,1,f,6837,4599,1489,113281
37203,SD3NVGGI_qBk0YDyk8mf0w,Sun & Fork,2525 West End Ave,Nashville,TN,36.145760,-86.808470,4,78,t,f,f,2,t,f,f,t,t,t,f,f,4,f,10201,1230,8276,58032
33573,yPt6y_CWuYiztCYE9UBcxA,Sun City Cafe,1617 Sun City Center Plz,Sun City Center,FL,27.714169,-82.354479,3.5,32,f,f,t,1,t,f,t,t,f,t,t,f,1,f,13440,6604,6203,49368
37201,kdJMzQCyG9X07lEgTWWveQ,Sun Diner,105 3rd Ave S,Nashville,TN,36.161220,-86.775873,4,460,t,f,t,2,t,t,f,t,f,t,f,f,3,f,620,99,521,92827
46032,Z5OeDuyiPwmt7P89DOjYsw,Sun King - Carmel,351 Monon Blvd,Carmel,IN,39.975776,-86.129484,4,250,f,t,t,2,t,f,f,t,t,t,t,f,4,f,20119,11434,6287,105720
46037,P4kdu92vbkFXu4oWFCKRkQ,Sun King - Fishers,"9713 District N Dr, Ste 1220",Fishers,IN,39.955111,-86.000509,4,50,f,t,t,2,t,t,f,t,t,f,t,t,1,f,14661,10039,3087,115018
46202,eyQL0pS7agcZtdKYQ-tJGw,Sun King Brewery,135 N College Ave,Indianapolis,IN,39.768865,-86.145129,4.5,369,f,f,t,1,t,t,f,t,f,t,t,t,4,f,9714,1991,7113,50216
46220,iHV3uBo1N9ETBtuEqdDsWQ,Sun King Broad Ripple,1021 Broad Ripple Ave,Indianapolis,IN,39.869321,-86.140748,4,97,f,t,t,2,t,t,f,t,t,f,t,f,4,f,16879,6824,8390,77377
83702,pH8Ivol4wnezrJCECnn7hQ,Sun Ray Cafe,1602 N 13th St,Boise City,ID,43.630363,-116.203062,3,71,t,t,t,2,t,t,f,t,t,t,f,f,4,f,11069,4230,5804,68165
70130,DWRu1Mw1T7fln6p2F9h7Fg,Sun Ray Grill,1051 Annunciation St,New Orleans,LA,29.940876,-90.068213,3.5,81,t,t,t,2,t,t,t,t,f,t,f,t,4,f,7175,1389,4827,65132
70056,_hzSGMHU64O1KL_uoms03Q,Sun Ray Grill,2600 Belle Chasse Hwy,Gretna,LA,29.883890,-90.026114,4,68,f,f,t,2,t,t,t,t,t,t,f,f,4,f,14638,6925,4652,56167
8109,vI6LNgVz4cTGOQyfZ_0POA,Sun Seng Supermarket,5201 Rt 38 W,Pennsauken,NJ,39.935716,-75.066271,3.5,32,f,f,t,2,f,f,f,f,t,t,f,f,3,f,8359,3715,2517,68755
93105,jR3sTUWCPuOCWpdm8Pn-wQ,Sun Sushi,3631 State St,Santa Barbara,CA,34.440193,-119.741516,4.5,270,t,t,t,2,t,t,t,t,f,t,t,f,4,f,11390,5848,4636,103156
89523,Kldy9NsFIkl1JIcA2NpOXA,SunSett Grille,2019 Championship Trl,Reno,NV,39.534948,-119.931998,4,31,f,t,t,2,t,t,t,t,t,t,f,t,4,f,14986,7243,5881,82902
37203,A_lsaliw6jk7DQV6rTfY_A,Sunda - Nashville,592 12th Ave S,Nashville,TN,36.151846,-86.783920,4,413,t,t,t,2,t,f,t,t,t,t,t,t,4,f,10201,1230,8276,58032
46256,emrUsUZvqCkytUu4i3kjLw,Sundae's Ice Cream & Coffee,9922 E 79th St,Indianapolis,IN,39.899194,-85.992880,5,225,t,t,t,1,t,t,f,t,t,f,t,f,4,f,10354,4918,4426,71268
18951,eG-KHi6w8Dg8qcX_VMjUFQ,Sunday's Deli & Restaurant,140 E Broad St,Quakertown,PA,40.441252,-75.333031,4.5,44,t,t,t,1,t,t,f,t,f,t,f,f,4,f,13398,7435,3972,79013
33605,O1_5kxZAdFE0NOHYH0I91Q,Sunday's Delicatessen,1930 E 7th Ave,Tampa,FL,27.960460,-82.436862,4,143,t,t,t,1,t,t,f,t,t,t,f,f,2,f,7585,1427,4123,23632
33701,Zc38kNMGlzhG1sivxyXeMA,Sundial St. Pete,153 2nd Ave N,St. Petersburg,FL,27.773919,-82.634783,4,42,f,f,t,2,f,f,f,f,f,f,f,f,1,f,9120,2230,6371,46786
37214,CTYMtDTGxMRFpgSfcuAFHA,Sunflower Bakehouse,2414 Lebanon Pike,Nashville,TN,36.169520,-86.680982,4.5,122,t,t,t,2,t,f,f,t,t,t,t,f,4,f,13890,5223,6813,61206
33596,F-c7uFx2dsncXXJrgMXKyw,Sunflower Cafe,3452 Lithia Pinecrest Rd,Valrico,FL,27.890834,-82.241114,4.5,120,f,f,t,2,t,t,f,t,t,t,f,f,4,f,10047,6654,1899,102627
37204,f9qNygjcQvh2vPmZSfEvqg,Sunflower Cafe,2834 Azalea Pl,Nashville,TN,36.113327,-86.767856,4.5,561,t,t,t,1,t,t,f,t,t,t,f,t,4,f,6080,2403,3122,89954
19061,fcAaBcYFo1YqetIjs9l8Iw,Sungate Diner,1000 Green St,Marcus Hook,PA,39.819181,-75.418972,4.5,51,t,f,t,1,t,t,f,t,t,t,f,f,1,f,8073,3799,2344,72533
18974,IgCBh9FeFtvIPdZRHcrHSw,Sunny Asian Cuisine,342 York Rd,Warminster,PA,40.200002,-75.101203,3,54,t,f,t,2,t,t,t,t,f,t,f,f,1,f,17299,9029,5393,76597
93105,hEpRFnkUl4C6NVOVSMiTVg,Sunny Asian Restaurant,532 State St,Santa Barbara,CA,34.417605,-119.696414,3.5,45,t,f,t,2,t,t,t,t,t,t,f,f,3,f,11390,5848,4636,103156
85706,h8TJV8clolcjqp9aFV4OjQ,Sunny Daze Cafe,4980 S Campbell Ave,Tucson,AZ,32.161919,-110.943748,4.5,398,t,t,t,1,t,t,t,t,t,t,t,f,4,f,17260,6095,4129,39655
37122,AoLyFsn7NVzPkA0vFnuVSQ,Sunny Kitchen,"621 S Mount Juliet Rd, Ste 105",Mount Juliet,TN,36.162573,-86.514375,3.5,35,t,t,t,1,t,t,f,t,t,t,f,f,1,f,22013,15059,4759,92944
70123,811HM8QCzEFQ6VWcZ0RbPQ,Sunny Side Up,5708 Citrus Blvd,Elmwood,LA,29.964104,-90.197838,4,60,t,t,t,2,t,t,t,t,t,t,f,f,1,f,12165,5664,4903,72011
85739,dkEgU5UNNed9Rhn91Whuhw,Sunny Side Up Cafe,15800 N Oracle Rd,Tucson,AZ,32.492888,-110.924548,3.5,115,t,t,t,1,t,t,f,t,f,t,f,f,4,f,9126,5838,2526,68558
46143,wYhgiC7s5CaLdUE6xqE76A,Sunny's Chicken,1030 US Hwy 31 S,Greenwood,IN,39.601454,-86.106357,4.5,49,t,f,t,1,t,t,f,t,f,t,t,f,4,f,20886,11250,5853,73959
