,Restaurant_ID,Restaurants_Name,Address,City,State,Postal_Code,Latitude,Longitude,Stars_Rating,Review_Count,Restaurants_Delivery,Outdoor_Seating,Accepts_CreditCards,Price_Range,Alcohol,Good_For_Kids,Reservations,Restaurants_TakeOut,WiFi,Good_For_Groups,Wheelchair_Accessible,Happy_Hour,Noise_Level,Dietary_Restrictions,Total_Estimate_Households_per_Zip,Total_Estimate_Married-couple_Family_households,Total_Estimate_Nonfamily_households,Median_Income(dollars),Mean_Income(dollars),Population
24059,Bq0CQcwk5R8yhm-MGfHxCA,Chef Alisah's,5931 N Oracle Rd,Tucson,AZ,85704,32.314993,-110.977809,4.5,479,1,1,1,2,1,1,1,1,0,1,0,0,4,0,15591,6394,7529,62544,91136,30929
24060,6HvlBeMH1povoskopmp94Q,Du Jour Commerce Square,2001 Market St,Philadelphia,PA,19103,39.954126,-75.173553,3.0,48,1,1,1,2,1,0,1,1,1,1,0,0,4,0,15765,3571,11832,79110,134268,21908
24061,_DEm5k1aPrjGfYpwwhS1Sg,Mokja,9 N Main St,Ambler,PA,19002,40.1540709,-75.2240445,4.0,52,1,1,0,1,0,0,0,1,0,0,0,0,1,0,11620,7069,3140,117544,161793,32412
24062,CMovGmSWFCjhOBOYiymetg,Westside Cafe & Coffee Company,"5150 Mae Anne Ave, Ste 206",Reno,NV,89523,39.531759,-119.867192,4.0,123,1,0,1,1,1,1,0,1,0,1,0,0,4,0,14986,7243,5881,82902,104737,31373
24063,ftvJpV1dX9a_pd0e72nB5g,Poké Falls,"6800 Gulfport Blvd S, Unit 217",South Pasadena,FL,33707,27.75691354,-82.73341522,4.5,32,1,0,1,1,1,0,0,1,1,0,1,0,1,0,12512,4411,6571,51861,74263,24599
24064,T0eSMHaEvv1glOAxdYdKsg,Jose's Kitchen,"721 President Place, Ste 300",Smyrna,TN,37167,35.9787881,-86.559039,4.5,52,1,0,1,1,1,0,1,1,1,0,1,1,1,0,21579,10955,6308,69482,80715,49322
24065,pldnKZNb3fKPmr-zxaqA9w,Dewey's Pizza,425 Regency Park,O'fallon,IL,62269,38.57909972,-89.93194454,4.5,136,0,1,1,2,1,1,1,1,1,1,0,0,4,0,12419,7397,3198,86493,112975,31348
24066,dU_jmvG2bH5qJvWbvnhxGw,Esti's Besty's Vegetarian Restaurant,2442 Rt 38,Cherry Hill,NJ,8002,39.94189004,-75.00276089,4.0,56,0,0,1,2,1,1,1,1,1,1,0,0,4,0,8684,4254,3080,85291,109609,22274
24068,7CRox7xpb3vNCEe7FZ6zgA,High Hat Cafe,4500 Freret St,New Orleans,LA,70115,29.93509365,-90.10434172,4.0,560,0,0,1,2,1,1,0,1,0,1,1,1,4,0,14847,5248,8000,77961,119724,31695
24069,8XjxHeV66F4eoIy06rW0pA,Porta,1216 Chestnut St,Philadelphia,PA,19107,39.95038804,-75.16097862,3.0,286,0,1,1,2,1,0,1,1,1,1,1,1,1,0,7823,1743,5771,60676,91522,14875
24072,yM7eA2uuH3Ch7OYVj3PKSw,Wabi Sabi,"38 W Victoria St, Ste 119",Santa Barbara,CA,93101,34.42369048,-119.7072449,4.5,82,1,0,1,2,1,0,0,1,1,0,1,0,1,0,13296,4177,6819,62925,91126,31683
24073,r4oV3EWnJX-1hjhNcKMI7w,Ortino's Northside,1355 Gravel Pike,Perkiomenville,PA,18074,40.2915828,-75.4811241,3.5,32,1,1,1,2,1,0,1,1,0,1,0,1,4,0,2298,1512,495,99333,132779,5775
24074,YEQk2NZM5TKqyqgo1rjFsg,Main Event - Indianapolis,4016 E 82nd St,Indianapolis,IN,46250,39.90962,-86.09703,2.5,143,0,0,1,2,1,1,0,0,1,1,1,0,3,0,9034,2918,5049,57053,80231,18546
24075,R6WeUKDQ9YtIXJeK8XYvJg,Pita's Republic,8412 W Hillsborough Ave,Tampa,FL,33615,27.9961461,-82.578728,3.5,45,1,1,1,1,1,1,1,1,1,1,0,0,4,0,18028,7440,6638,53516,73973,43453
24077,B2xtWMBTyDtd-ndqqaIC1Q,City Works,220 Main St,King of Prussia,PA,19406,40.084023,-75.4055,3.0,440,1,1,1,2,1,1,1,1,1,1,1,1,4,0,11438,5682,4700,97305,114751,23441
24078,1qBemRZEO3XMlpyKZavTvg,Roy's Restaurant,124 S 15th St,Philadelphia,PA,19102,39.950162,-75.166089,4.0,60,0,0,1,3,1,0,1,1,0,1,0,1,1,0,3365,765,2525,110096,177851,4705
24079,1rw2cUX3Nvh_JQohDrUVYA,The Original Spence Cafe,131 N High St,West Chester,PA,19380,39.961243,-75.6056584,4.5,58,1,1,1,2,1,0,1,1,1,1,0,0,4,0,20999,11647,7482,106738,136205,49534
24080,a3fmt5WkWb9NIIZ924G8Tg,eegee's,5601 E Speedway Blvd,Tucson,AZ,85712,32.23691458,-110.872538,3.0,52,1,0,1,1,1,1,0,1,1,1,0,0,4,0,16384,4093,9558,37524,53990,32666
24081,yZkxrcoh0vE4-HCeRG47Zw,Waffle Love,"4698 N Linder Rd, Ste 110",Meridian,ID,83646,43.6474066,-116.4132976,4.0,75,1,0,1,1,1,0,0,1,0,0,1,0,1,0,23299,14659,5346,79706,104342,47098
24082,fBrlIWYuN9PirCMxzcMg2Q,Rue Bourbon,1401 S Virginia St,Reno,NV,89502,39.5105312,-119.8058842,4.0,140,1,1,1,2,1,0,0,1,1,1,1,1,4,0,18616,6344,8448,48782,65655,43566
24083,214Javnw5dRNaqYiDote5g,Green Tea,"120 Center Sq Rd, Ste 201",Swedesboro,NJ,8085,39.73770912,-75.32834626,3.5,68,0,0,1,2,1,1,1,1,0,1,1,0,1,0,6911,4464,1227,121645,136129,18737
24084,bl_ZgETE3batvOfEuGRTWQ,J D McGillicuddy's,33 Brookline Blvd,Havertown,PA,19083,39.9789105,-75.3032111,3.5,36,1,0,1,2,1,1,1,1,0,1,0,1,3,0,13002,8471,3129,102055,126369,35878
24085,cPTEYffnt5jq9e7bHnOvkA,The Rack,111 N Virginia St,Reno,NV,89501,39.5257046,-119.8132141,3.0,88,0,0,1,1,1,1,1,0,1,1,1,1,4,0,2776,332,2213,44393,55619,4252
24087,I-VOMeptMsM3ooF_2zWO0g,Beijing Homestyle,4358 Main St,Philadelphia,PA,19127,40.0256846,-75.2242196,3.0,30,1,1,1,2,1,1,1,1,0,1,0,0,1,0,2678,639,1962,74936,104604,5913
24088,JHRlwxxKY0JJcU97rJ-Bug,Cuba Libre Restaurant & Rum Bar - Philadelphia,10 S 2nd St,Philadelphia,PA,19106,39.949589,-75.14391,3.5,1195,1,1,1,2,1,1,1,1,1,1,1,1,4,0,7625,2113,5180,116368,162885,11740
24090,MghG5uCGyoo827hSH8VK5w,Yu De Thai Restaurant,"2975 El Rancho Dr, Ste B115",Sparks,NV,89431,39.55799537,-119.7800883,4.5,58,0,0,1,2,1,0,1,1,0,0,1,0,1,0,15322,5782,5826,50233,63806,36189
24093,HrnqNg-thxOEffNFo-hufw,Logan's Roadhouse,9218 Anderson Rd,Tampa,FL,33634,28.031703,-82.540911,3.0,69,0,1,1,2,1,1,0,1,0,1,0,1,4,0,7544,3838,2422,60237,83180,20225
24095,wsyVH0sf0ttt6G7JqmP9vg,Pho 20,234-236 N 10th St,Philadelphia,PA,19107,39.9565494,-75.1558606,4.0,215,1,1,1,1,1,1,0,1,1,1,0,0,1,0,7823,1743,5771,60676,91522,14875
24098,xdG_RW_QsAGJbXp46M_V8w,MOD Pizza,289 E Swedesford Rd,Wayne,PA,19087,40.073762,-75.430377,4.0,129,1,1,1,1,1,1,0,1,1,1,1,0,4,0,11749,7202,3478,144022,196760,32225
24101,Gx6VfCz3OTtcQYfsMucMGA,Crown Fried Chicken,4002 Market St,Philadelphia,PA,19104,39.9569121,-75.2022626,4.0,41,1,0,1,1,1,1,0,1,0,1,0,0,4,0,16508,2296,10575,28603,46430,51808
24104,a5TaDLChZDSgZ-en1sxNpw,McDonald's,440 Keystone Ave,Reno,NV,89503,39.52787868,-119.8269916,1.5,121,1,0,1,1,1,1,0,1,1,1,0,0,4,0,12469,4209,6739,54063,76117,27891
24105,5izU6MrKkDa73cf4LVho9g,Westside Drive-In,1113 Parkcenter Blvd,Boise,ID,83706,43.581926,-116.169284,3.0,98,0,1,1,1,1,1,0,1,1,1,0,0,4,0,14623,4965,7987,57664,80395,29732
24107,2Ugp3An60FEIQM2FN92AsA,Quinoa Peruvian & Mexican Restaurant,54 E State St,Doylestown,PA,18901,40.310582,-75.129062,4.5,250,1,1,1,2,1,1,1,1,1,1,1,1,2,0,10486,5469,3860,103626,133441,27598
24108,kIuKAhgsev3U1l7lA-tK2Q,Indian and American Restaurant,4605 S Harding St,Indianapolis,IN,46217,39.6983669,-86.1852293,4.0,50,1,0,1,1,0,1,0,1,0,1,0,0,1,0,12797,7168,3973,68063,85292,29358
24109,38eNjgunRER22TTukYfjgg,Sonic Drive-In,1001 W Grant Rd,Tucson,AZ,85705,32.2498462,-110.9880361,1.5,32,1,1,1,1,1,1,0,1,0,1,1,0,2,0,24304,6115,12791,30885,42888,57521
24111,2Wmvi5-7LS1iw5UkOuLWlw,Comfort & Floyd,1301 S 11th St,Philadelphia,PA,19147,39.93332932,-75.16202845,4.5,78,1,1,1,2,1,1,0,1,0,0,0,0,4,0,18239,6207,10326,86147,128426,36228
24112,KzjdXZBJTOzFLxKvzz_kbg,Molipazzo,333 West Dr,White House,TN,37188,36.46442004,-86.65913299,3.5,88,0,0,1,2,1,1,1,1,1,0,0,0,4,0,5807,3896,1053,79948,91578,13643
24114,5-aqt6yXDtV5p6vliEBxVQ,McDonald's,3321 Saint Charles Ave,New Orleans,LA,70115,29.92878707,-90.09106904,1.5,71,1,1,1,1,1,1,0,1,1,1,1,0,4,0,14847,5248,8000,77961,119724,31695
24115,ANDbwHhhs1XYFWAGhaqWQQ,Cafe Soleil,114 Pinellas Bayway S,Tierra Verde,FL,33715,27.69159261,-82.7195588,4.5,37,0,1,1,1,1,1,0,1,1,1,0,0,1,0,3794,2210,1377,93877,134028,7407
24117,8e1awFq00VzziCZzVLrDDg,Colonial Kitchen,103 N Union Ave,Lansdowne,PA,19050,39.943369,-75.2665,3.5,79,1,0,1,1,1,1,0,1,0,1,0,0,4,0,11225,3574,4729,54935,71259,28073
24119,F26F5zO2decWEN7bbGCuwQ,PrimoHoagies,210 Pennbrook Pkwy,Lansdale,PA,19446,40.2276068,-75.2823,2.5,33,1,0,1,1,1,1,0,1,0,0,0,0,4,0,22647,12428,7315,87083,118037,55138
24120,GzpQtnnx1bBcekEptqz20Q,Kayas,5 Brookline Blvd,Havertown,PA,19083,39.9788436,-75.303963,3.5,60,0,0,1,2,1,0,1,0,0,0,0,0,1,0,13002,8471,3129,102055,126369,35878
24121,HJFubA8SoNsOtNh8IZKt7w,Sushi Sake,345 N Virginia St,Reno,NV,89501,39.52938913,-119.8144278,3.5,148,0,1,1,2,1,0,1,0,0,1,0,1,4,0,2776,332,2213,44393,55619,4252
24123,mZ-eXBnwbxgm1UXuuq5d9g,Flavor of India,"12112 N Rancho Vistoso Blvd, Ste 100",Oro Valley,AZ,85755,32.425996,-110.95918,4.0,199,1,1,1,2,1,1,1,1,0,1,0,0,1,0,7435,5047,2014,91817,118665,15107
24125,G15tUaO6G0nS41zY8g8Yow,Poke Bros,636 Easton Rd,Warrington,PA,18976,40.2307606,-75.1398377,4.5,39,1,0,1,2,0,0,0,1,0,0,0,0,1,0,7354,4861,1802,106667,139685,19795
24126,5l8nLbyo7altE7HluWq1Bg,Alessio's Seafood Grille,827 Easton Rd,Warrington,PA,18976,40.2368619,-75.1362728,4.0,119,1,1,1,2,1,1,1,1,1,1,1,0,4,0,7354,4861,1802,106667,139685,19795
24127,lqF0Q5vVLxY-_Cth6LtEdg,The Gallery Pastry Shop,"1101 E 54th St, Ste G",Indianapolis,IN,46220,39.850379,-86.139361,4.5,485,1,1,1,2,1,1,1,1,1,1,1,0,4,0,16879,6824,8390,77377,109485,34830
24128,wLQACXKoFSYMKMOMwtWg-A,Rosario's Pizza,318 Pennsylvania Ave,Oreland,PA,19075,40.1189245,-75.1817408,4.5,45,1,0,1,2,1,1,0,1,0,0,0,0,1,0,2843,1823,688,97490,115839,7354
24129,dEyUSBypFJ-hnup6NsG2ew,Petra Mediterranean Grill,3699 N Campbell Ave,Tucson,AZ,85719,32.273821,-110.9444336,2.5,31,0,1,1,2,1,0,1,1,1,1,0,0,1,0,18119,3526,12170,34013,48571,43989
24130,AXoq_ze4DyyPDjJk-Ba9Pw,Curry Leaf,"2510 E Grant Rd, Ste 100",Tucson,AZ,85716,32.249948,-110.93474,3.5,128,0,1,1,2,1,1,1,1,1,1,1,0,1,0,15259,3927,9170,42147,60003,32853
24131,kJxUutbkajvzWU399czD9w,Tandoori Chicken Restaurant,"2916 Cleary Ave, Ste 1",Metairie,LA,70002,30.0003611,-90.1724349,3.5,95,0,0,1,2,1,1,0,1,0,1,0,0,1,0,8954,3438,4225,56361,81822,18879
24132,qxfLSjydqw4dV4Neswbx1w,Taiwan Restaurant,"5150 Mae Anne Ave, Ste 208",Reno,NV,89523,39.53168028,-119.867181,4.0,119,1,1,1,1,1,1,0,1,0,1,0,0,1,0,14986,7243,5881,82902,104737,31373
24134,P9pwQW2d-M1YgYQH71K-qw,Olympic Subs & Steaks,813 N Market St,Wilmington,DE,19801,39.7438852,-75.5492886,4.5,64,0,0,1,1,1,1,0,1,1,1,0,0,4,0,7031,870,4041,33410,49965,16286
24135,XkJsE4AJJ95vctIkE5kRWg,Makhani,7 N 3rd St,Philadelphia,PA,19106,39.9505721,-75.1454399,4.0,62,1,0,1,2,1,0,1,1,1,1,1,0,1,0,7625,2113,5180,116368,162885,11740
24137,kNyphDVYqOMLsx8aAy9ocA,Noodle Eighty Eight - Springfield,1168 Baltimore Pike,Springfield,PA,19064,39.9142505,-75.3476238,4.5,41,0,0,0,2,0,0,0,1,0,0,0,0,1,0,8675,6088,1644,116394,133939,24459
24138,eTTssCbD8nmU4sc4M5gqPw,Eight Thirty Common,"830 N Main St, Ste 120",Meridian,ID,83642,43.6116406,-116.3912985,4.0,159,1,1,1,2,1,0,1,1,1,1,1,1,4,0,17854,10414,5003,75708,95807,37008
24141,E1KNjz4cqe0YtYSU21q7cA,Serrano's Mexican Restaurant & Cantina,"Summit Sierra Mall, 13963 S Virginia St, Ste 904",Reno,NV,89511,39.4093665,-119.7505317,2.0,30,0,1,1,2,1,1,1,1,1,1,0,1,4,0,11651,6956,3398,106071,157438,25011
24143,MJaT0MoUpIWZirHzisrqsA,The Landing Kitchen,617 Righters Ferry Rd,Bala Cynwyd,PA,19004,40.01637309,-75.21422542,4.5,41,0,1,0,2,0,0,0,0,1,0,0,0,1,0,3869,2223,1313,122950,174755,9416
24145,_pHMElutAeebkqmYYNeI6w,Herban Quality Eats,3601 Market St,Philadelphia,PA,19104,39.9567369,-75.195262,4.5,87,1,1,1,1,1,1,0,1,1,1,1,0,4,0,16508,2296,10575,28603,46430,51808
24146,-4mDMBfT6N0d-VIUTKVaLg,Heidelberg Haus,7625 Pendleton Pike,Indianapolis,IN,46226,39.83373659,-86.03170486,4.5,225,0,0,1,1,1,1,0,1,0,0,0,0,2,0,19017,5184,8955,36688,49220,43904
24147,KKWQ-OyBDSEVtPQGt3yxiQ,Lily Of The Valley Cupcakery and Café,322 W Chelten Ave,Philadelphia,PA,19144,40.029579,-75.1808485,4.5,44,1,0,1,2,0,0,0,1,1,0,1,0,1,0,18574,3247,10151,35047,54552,43329
24148,ErtKjSitWDeR15w36xss9Q,Mr Bills of Winslow Twp,453 Rt 73 S,Hammonton,NJ,8037,39.66451113,-74.88117798,3.5,78,1,1,1,2,1,1,1,1,1,1,1,0,1,0,8453,3870,2791,73031,89784,24308
24149,yPt6y_CWuYiztCYE9UBcxA,Sun City Cafe,1617 Sun City Center Plz,Sun City Center,FL,33573,27.7141692,-82.354479,3.5,32,0,0,1,1,1,0,1,1,0,1,1,0,1,0,13440,6604,6203,49368,65136,19172
24150,w6lLPAC4AQRyRgMcurC4Uw,DiVello's Deli Of Cherry Hill,15 Kresson Rd,Cherry Hill,NJ,8034,39.8949691,-75.0236073,4.0,47,1,1,0,2,1,1,0,1,0,1,0,0,1,0,7233,3665,2457,95248,114885,18151
24151,J8UPVO_FTALzvJ0tlMdr8w,I Heart Cambodia,2207 S 7th St,Philadelphia,PA,19148,39.9213976,-75.1583461,4.0,99,1,0,1,2,1,1,1,1,1,1,0,0,4,0,19493,7020,7959,60226,75581,49732
24152,lWLOAuAJ-8e0pSTYRasHhw,Panera Bread,"845 N Park Ave, Ste 125",Tucson,AZ,85719,32.23256756,-110.9569497,3.0,31,1,0,0,1,0,0,0,0,0,0,0,0,1,0,18119,3526,12170,34013,48571,43989
24153,vfsLSYAE-ho5UH45IsJj_Q,Vino E Pasta,3603 W Gandy Blvd,Tampa,FL,33611,27.894052,-82.50242,4.5,271,1,1,1,2,1,1,1,1,0,1,0,0,1,0,16269,6087,8484,66495,103942,29478
24156,jTCBK1BS8O_Iy9N0vL88uw,Chili's,610 Commerce Blvd,Fairless Hills,PA,19030,40.1858497,-74.8680285,2.5,62,1,0,1,2,1,1,1,1,1,1,0,1,4,0,4546,2422,1206,81921,98506,12122
24157,2zSQu6_cLgWAVbZ2LbSLBA,Chick-fil-A,2204 S Columbus Blvd,Philadelphia,PA,19148,39.9183356,-75.1405113,4.0,112,1,0,1,1,1,1,0,1,1,1,0,0,2,0,19493,7020,7959,60226,75581,49732
24158,4hQxm6xckt0EGqfAGzQDyg,Copabanana,344 South St,Philadelphia,PA,19147,39.9415037,-75.1489862,2.5,299,1,1,1,2,1,0,0,1,0,1,0,0,4,0,18239,6207,10326,86147,128426,36228
24160,IfyXRQs7S9EoXCtCDWTeqg,Smoke'n Dudes BBQ,3400 Neshaminy Blvd,Bensalem,PA,19020,40.1443784,-74.9336186,3.5,57,1,0,1,2,1,1,0,1,0,1,0,0,4,0,21379,10247,7290,70488,94744,55493
24161,Dz04pNtFePvYfJhY9VXKdw,Steak ’n Shake,3853 Tampa Rd,Oldsmar,FL,34677,28.04242604,-82.6727111,2.5,78,1,0,1,1,1,1,0,1,1,1,0,1,4,0,8566,4188,2925,69861,100486,20842
24165,PdE7nvDj2fq8Rv7CTcijWA,333 Belrose Bar & Grill,333 Belrose Ln,Radnor,PA,19087,40.0457582,-75.3618272,4.0,136,0,1,1,2,1,0,1,1,1,1,0,0,4,0,11749,7202,3478,144022,196760,32225
24166,Fv1OvtX40OUzaDL0P1itsw,Tacos Cancun,20 N Main St,Lambertville,NJ,8530,40.3668141,-74.9428758,4.5,161,0,1,1,2,1,1,0,1,0,0,1,0,1,0,2958,1577,1158,108963,161712,8071
24167,ELZjb4effPxfDfdXqE_sKw,The Raven,385 W Bridge St,New Hope,PA,18938,40.3618374,-74.9672256,3.5,97,0,1,1,2,1,0,1,0,1,1,0,1,4,0,6044,3534,1936,118877,191503,13989
24168,r1N7zlfX6MgcweowNOt8Qw,Just Judy's,5018 E 62nd St,Indianapolis,IN,46220,39.870166,-86.084153,4.5,218,1,1,1,1,1,1,1,1,1,0,1,0,4,0,16879,6824,8390,77377,109485,34830
24170,mA9fr2tq7SuDmK8MqnIrVg,Tannery Run Brew Works,131 E Butler Ave,Ambler,PA,19002,40.155282,-75.221012,4.0,41,1,0,1,1,0,1,0,1,0,0,1,1,1,0,11620,7069,3140,117544,161793,32412
24171,hZk9fYt1AvMG6uG9TQ-dwQ,Union Jack Pub,921 Broad Ripple Ave,Indianapolis,IN,46220,39.86961786,-86.14216666,4.0,283,1,0,1,2,1,1,1,1,1,1,1,0,4,0,16879,6824,8390,77377,109485,34830
24172,PJD5xFiVhhXD-Ih2uCuYoQ,CK Hawaiian BBQ,"7709 Overland Rd, Ste 110",Boise,ID,83709,43.588922,-116.277957,3.5,77,1,0,1,1,1,1,1,1,1,1,0,0,1,0,21787,12577,6435,74941,93384,50034
24175,XHT8dPGL83ZybXqb_XZmTg,Fish Tales,1500 2nd St S,Saint Petersburg,FL,33701,27.7556094,-82.6351468,3.0,110,1,1,1,2,1,1,0,1,1,1,0,1,4,0,9120,2230,6371,46786,87867,15014
24177,nTU2y2or3G7Y8zNxhbpWrA,Frogs Organic Bakery,7109 N Oracle Rd,Tucson,AZ,85704,32.33587964,-110.9779215,3.5,69,0,1,1,2,1,1,0,1,0,1,0,0,4,0,15591,6394,7529,62544,91136,30929
24178,Tk9KD_DDpcMeceID_VrutQ,Pizza Plus,1846 S 12th St,Philadelphia,PA,19148,39.92645472,-75.16563065,4.0,58,1,0,0,1,0,0,0,1,0,0,0,0,1,0,19493,7020,7959,60226,75581,49732
24180,FWaU544E0DNj3mkjlKif_Q,Sushi-Ten,"4500 E Speedway Blvd, Ste 1",Tucson,AZ,85712,32.2358486,-110.8973755,3.5,353,1,0,1,2,1,1,1,1,0,1,0,1,4,0,16384,4093,9558,37524,53990,32666
24184,WKCTgYenpI-0uWruy1Gh0Q,Dunkin',218 Nutt Rd,Phoenixville,PA,19460,40.1248438,-75.5169106,1.5,32,1,0,1,1,0,0,0,1,1,0,0,0,1,0,16443,8339,6022,104504,139548,40154
24185,L6H-oXBTqp4UoCiviHK4HQ,Firehouse Subs,337 Sam Ridley Pkwy,Smyrna,TN,37167,35.98576414,-86.54700078,3.5,33,1,1,1,1,1,1,0,1,1,1,0,0,1,0,21579,10955,6308,69482,80715,49322
24186,qHJbcBFjNM2Pf-cmWw7OqQ,Pacific Thai Cuisine,"4058 Tampa Rd, Ste 5",Oldsmar,FL,34677,28.03513701,-82.65434325,4.5,243,0,0,1,2,1,1,1,1,1,1,0,0,1,0,8566,4188,2925,69861,100486,20842
24187,gm5Y2Q_-MzsnjytoG1Oo2w,Neutral Ground Coffee House,5110 Danneel St,New Orleans,LA,70115,29.9299856,-90.1099823,4.0,35,1,1,0,1,1,1,0,1,1,1,0,0,4,0,14847,5248,8000,77961,119724,31695
24188,RFWabEPg6tiJ-VdwJ5szfA,Ho Le Chan,2344 E Clearfield St,Philadelphia,PA,19134,39.9872648,-75.1090307,3.0,30,1,0,1,2,1,0,0,1,1,0,0,0,4,0,21273,4436,8099,34374,47673,60675
24192,psAxJwaulyGN_9L-Zrkszg,Bistro Orleans,3216 W Esplanade Ave,Metairie,LA,70002,30.0144783,-90.1560454,3.5,71,0,0,1,2,1,1,1,1,1,1,0,1,4,0,8954,3438,4225,56361,81822,18879
24194,xhBnVZhXeJx_Ys9Q4vvOmA,A La Maison,53 W Lancaster Ave,Ardmore,PA,19003,40.0089014,-75.292715,4.0,122,0,1,1,3,1,0,1,0,1,1,0,0,4,0,5665,2805,2250,105061,135760,12519
24198,JkC7VnzDrC8hoK92I7d91g,El Pueblo Mexican Restaurant,210 Country Village Dr,Smyrna,TN,37167,35.9572797,-86.5226449,3.5,37,0,1,1,1,1,1,0,1,0,1,0,1,4,0,21579,10955,6308,69482,80715,49322
24199,VTG4ywxqcw-R_bvRGTYKaA,Tartareperia 18.64,1204 N Front St,Philadelphia,PA,19122,39.9692131,-75.1363257,4.5,91,1,0,1,2,1,1,1,1,1,1,1,0,4,0,6799,1355,3790,44758,72780,21653
24201,i2sw5BjBwPsPEpuU54gWWQ,Stefano's,13023 Park Blvd,Seminole,FL,33785,27.8441418,-82.8190166,4.0,92,0,1,1,2,1,1,1,1,1,1,0,0,1,0,2874,1462,1212,73786,115454,5533
24203,h7B28RLjcr9AcSMfqBuvHQ,House: A Social Eatery,712 51st Ave N,Nashville,TN,37209,36.1562606,-86.8484605,4.0,80,0,1,1,2,1,1,0,1,1,1,0,1,4,0,16513,5233,8829,61096,82024,35457
24204,K7KHmHzxNwzqiijSJeKe_A,Cafe La Maude,816 N 4th St,Philadelphia,PA,19123,39.963948,-75.144364,4.5,1485,0,1,1,2,1,1,0,1,1,1,0,0,4,0,8565,2020,5678,77111,106137,13416
24206,Vvhz47LcpsigeCi0FP6yYA,Thai Orchid Berwyn,556 Lancaster Ave,Berwyn,PA,19312,40.047532,-75.4379095,3.5,71,1,0,1,2,1,0,1,1,1,1,1,0,4,0,4174,3019,845,164844,220631,11539
24207,8lfRMOaf-DKRCHWsP6Y8PA,Chipotle Mexican Grill,"905 E University Blvd, Ste 149",Tucson,AZ,85719,32.23192171,-110.9574618,3.0,72,1,1,1,1,1,1,0,1,1,1,0,0,4,0,18119,3526,12170,34013,48571,43989
24208,dqKqTOD8lUQtvDsG_gpGhw,It's Your Day Cafe,"311 Gulf Blvd, Ste 5",Indian Rocks Beach,FL,33785,27.8812318,-82.8501584,4.0,36,0,1,1,1,1,1,0,1,1,0,1,0,1,0,2874,1462,1212,73786,115454,5533
24209,qr7meXBoHjezOYUWMj9O4w,Nora's Kitchen,248 South St,Philadelphia,PA,19147,39.9412619,-75.14732503,4.5,163,1,0,1,1,1,1,0,1,1,1,0,0,4,0,18239,6207,10326,86147,128426,36228
24210,u0JEC2BTLJhoopEHtH0_2Q,Full Circle Pizza & Grill,19651 Bruce B Downs,Tampa,FL,33647,28.152739,-82.352402,4.0,82,0,0,1,1,1,1,0,1,1,1,0,0,4,0,25565,14474,7443,89270,120593,55034
24213,51YfncbIi2gVOJEJUd_8qg,Shanghai Restaurant & Sushi House,1269 Baring Blvd,Sparks,NV,89434,39.55480861,-119.7211752,3.0,222,1,0,1,2,1,1,1,1,0,1,0,0,4,0,10651,5038,3923,68539,80202,25416
24214,y03BVJQmKIVvIuM0rePobw,Jake's Pizza,201 N Broad St,Philadelphia,PA,19107,39.9562851,-75.16253411,3.0,84,1,1,1,1,1,1,0,1,1,0,0,0,4,0,7823,1743,5771,60676,91522,14875
24215,C9Xaa3B5zuOgEPRlCNbguA,Iron Hill Brewery & Restaurant,2920 S Eagle Rd,Newtown,PA,18940,40.23607008,-74.94345743,3.5,91,1,1,0,2,0,1,1,1,0,0,0,0,4,0,11515,7555,3170,132214,176878,28825
24217,x3qabj6zIZK_ist3f5ztgA,Poké Falls,13815 W Hillsborough Ave,Tampa,FL,33635,28.03303568,-82.6445895,4.5,55,1,0,1,2,1,0,0,1,1,0,1,0,1,0,7240,3523,2325,71768,90470,15741
24221,6im48Aaf0z7aTfq19oXcaQ,Cuban Blaze Restaurant,"10110 N Oracle Rd, Ste 180",Oro Valley,AZ,85704,32.39003495,-110.9632441,4.0,133,0,1,1,2,1,1,1,1,1,1,1,0,2,0,15591,6394,7529,62544,91136,30929
24222,OymuTxYdT9JGi8Per2vTSw,Mamou,102 S 13th St,Philadelphia,PA,19107,39.950171,-75.16213,4.0,32,0,1,1,2,1,0,0,1,0,1,1,1,4,0,7823,1743,5771,60676,91522,14875
24225,8Sv9ohuIAWbElDj-empIsA,New York Richie's,5865 N Glenwood St,Garden City,ID,83714,43.6585669,-116.2803994,3.5,114,1,1,1,2,1,1,1,1,1,1,1,1,4,0,10436,4830,4394,59873,87541,20290
24232,i2bCMJAYSdansxccLYsh0A,Big Kahuna's Pizza,3643 S Keystone Ave,Indianapolis,IN,46227,39.71335174,-86.12025213,2.0,35,1,0,1,1,1,1,0,1,1,1,0,0,4,0,22360,7952,10190,44873,59720,57086
24233,INzXxeWaJD0dXM5mi6bP3Q,El Zarape,1648 E Passyunk Ave,Philadelphia,PA,19148,39.928959,-75.1647092,3.5,87,1,0,1,1,1,1,1,1,0,1,0,0,4,0,19493,7020,7959,60226,75581,49732
24235,kD03gNnQrHarCz97s1BNDQ,Mandola's Italian Kitchen,14703 N Dale Mabry Hwy,Tampa,FL,33618,28.080627,-82.5060255,3.5,48,0,1,0,2,0,1,0,0,0,0,0,1,4,0,12100,5819,4724,68245,106081,25570
